review,rating
"AUTHENTIC Mexican food for those that really care to eat legit  (pro tip: you know food is authentic when other diners are of the same ethnicity ) 

So...",5
"I gave this place a shot since it was open and looked like a nice variety of Indian food which was making me drool while looking through the window.

I...",3
My favourite spot in Cabbagetown for Tamil street eats. On Saturday and Sunday morning they do masala dosas which are perfect for breakfast. Also they make...,5
"While out for a walk we were craving some Sri Lankan rotis and stopped in at Suruthi's to see if they had any. Located on the east side of the street, the...",5
"Came here with my aunt and cousins for dinner last night.   

I am vegan and the chef was able to accommodate my vegan ass.

Everyone else ordered directly...",5
"Fantastic southern Italian spot on King East. Small but scrumptious menu of pasta, pizza and hearty mains made very well.

Sat at the chefs bar to watch the...",5
"fyi 

prices are outdated on web site for cannoli, accigue, ragu, polpo, and cannoli (all $1 extra)",3
"We ordered for a specific time and then called in to change to an earlier time as we got there earlier and they were very accommodating.

We tried the...",3
"This review is strictly based on the sandwiches as I got these sandwiches from McCormick park and not the actual restaurant. Overall, the sandwiches were...",3
"Imanishi Basement Bar is located near Parliament and Carlton, in Cabbagetown. The eatery is in the basement and shares the same entrance with another...",4
"Amazing. Well deserving of its Michelin star.  Quality omakase from top to bottom.  Had the premium omakase and although expensive, it was well worth it.",5
"Shoushin has really matured since my last visit - granted this last visit was in 2017, a time frame approaching five years. We had plans to go back in 2019,...",4
I've been to Shoushin 3 times now and it's always blown me away. The service is amazing! The staff recognized me and remembered our conversations even...,4
We decided to check out Tumi Dumpling House as they're one of the first Northern Chinese spots to offer gluten free dumplings. It's a few doors down from...,3
"As a Xiao Long Bao (XLB) enthusiast, I have known this place as one of the few places that serve XLB in the west GTA. I finally had a chance to try it...",4
"I've had the pleasure of eating at Tumi's twice now within the span of a week. It's not quite close by, but having stumbled upon it once, I knew I had to...",5
"This is exactly what Queen West needs. The menu reminds me of Holy Chow, or Jumbo Egg Rolls, remember them from the 90s?

Regardless, Lofi Wok is pretty...",4
I really wanted to like this new place to help support but the quality of the food was not great. I recommend avoiding the Thai dishes (pad Thai tasted like...,3
Great place to have Thai food and Chinese food. They specialize in Cantonese food. The staff is very polite and helpful.,5
Really enjoyed the arepa corn bread sandwich  - the storefront is a little out of the way but I guess they are more focused on the food truck side of the...,4
"I've had multiple arepas before and I find that the ratio of arepa to filling is sometimes an issue, leaving you with mouthfuls of dough at the end. Not at...",4
Tried the Arepa Republic food truck at street eats and had the Beef flank Patacon along with the sugar cane lemonade and it was delicious. The mingling of...,5
Thrilled to be able to walk in on a busy Wednesday night at 7:30 after we were turned away by other places. Service was slow to hit our table at all but...,4
"Hip Italian in the Yorkville neighborhood.  Would you expect any less?  3.5 stars rounded up for me.

I'm honestly surprised at some of the low-ish reviews...",4
"The service is definitely a hit or miss depending on what time of the day you come and how large your party is. I have to say that my most recent visit,...",3
Their food is consistently good. I try to find a Nando's in any big city I visit. Would certainly recommend!!!!,5
Ordered via website and was pleased with the food. The only complaint was that the food should have been labelled. It's hard to determine when multiple...,4
I've eaten in nandos in Chicago and loved it. This location is no exception. Their chicken is flavorful and he fries are great too. I wish there was a...,4
"This place is so unpretentious and low-key; it feels like a wonderful neighbourhood secret!

I love that it's got a dog-friendly patio on the side. The...",5
"Amazing - great service, great coffee, great food (try the croissants and sandwiches), and great selection of Italian goods. Love that they are a family...",5
"If you're looking for a seriously italian experience in Toronto, look no further! A simple cornetto and cappuccino will take you on a trip to Italy instantly!",5
"Been going here for quite some time now so it's about time I review it properly and give this gem of a restaurant the recognition they deserve! 

What...",5
"The two of us stopped by here during lunch hours and it wasn't as busy so we were seated right away. We ordered the lunch special and some momos, thinking...",3
"Trying out a new cuisine can be really tricky. The knowlege, level of service, and hospitality of the restaurant staff greatly influence the experience of...",3
"The food is authentic and the service is very friendly, the star are the tamales, the only regret is that I only got one, if I am around that area I will...",5
Dinner for four tonight in the outside patio. This is a simple down to earth place that has good food. You always know when you found a good place when it's...,4
"By far the best Mexican meals in the city!  I love all of their Guisados, especially when Miguel is doing the cooking.

One of my favorite dishes here...",5
Beef puff pastry was pretty flaky & tastey. For some reason the ground beef reminded me of pizza topping in flavour (maybe it was a taco pizza I had)....,4
